(Intercept),age_z,lwt_z,raceBlack,raceOther,smokingYes,hypertensionYes,uterine_irritabilityYes,previous_preterm_laborYes
-2.312720825493658,-0.17399782890190518,-0.2598369670314163,1.4496276620824704,1.1255364564637063,0.46494414997375183,1.1469549349752266,1.1334878631973495,0.7738452555644516
-2.1096174522611073,0.028843200636691248,-0.4018960639345671,1.375439123091712,1.384753667855336,0.7693309434918403,0.947303938985386,0.7127523966099314,0.6795093809253059
-2.066615682658911,-0.07879995994189481,-0.32359744758616393,1.4423331163078645,1.53868008840141,0.6805312714005014,0.8319658616534196,0.5308066581759778,0.5514859383348215
-2.0824834611382737,0.02097013314165572,-0.3082053419679659,1.396616679076587,1.2072561180366033,0.744497060938319,0.587959121585439,0.6809781751633921,0.8886152185588622
-2.114000317964539,-0.19910726339041684,-0.2934955810936145,1.78808430374105,1.3169443868578665,0.5590130178667876,0.3624171843882332,0.7429550487693223,0.6296156145457589
-2.007144186440242,-0.24128371892598388,-0.40031775853401397,1.511594136903084,1.269022055284795,0.912537432497994,0.2991378805709327,0.775011163012956,0.7418926806713738
-2.11273115911047,-0.11042597933575209,-0.32244853772027937,1.8055970862141124,0.9467229079681838,0.7466467001825284,0.1534317424349753,0.9503806484624391,0.8417693911999791
-1.8485502810649004,-0.029135844500078403,-0.3662846858160643,1.6708766688101557,0.7382589449072159,0.6324677748435131,0.2157414531101197,0.837284407576406,0.857011605303788
-2.037532422618437,0.02534096718778954,-0.5913009382759014,1.6052586772065949,0.6727290666105117,0.6142970969340562,0.11050180480595756,0.7410269186729176,0.8026728408759314
-1.8778920444949883,-0.00922672704676011,-0.5396249298467121,1.4359067209908587,0.6880028830237479,0.7952774912197463,0.09801140957964416,0.5634123909259894,0.9608201370795413
-1.9881859446275914,0.12040928844841536,-0.5615966929886088,1.4143917019294252,0.5974793774770659,0.6213126504255956,0.04162552713492676,0.3126652401054477,1.5157164580023363
-2.1102318791036154,-0.0036594285709410606,-0.4453985219841139,1.4945489546636002,0.8624734880930167,1.0166525231509502,0.0644933080225966,0.7030914119766558,1.4710172564648862
-2.0401840004720913,-0.1882693570065566,-0.48185505774127585,1.3836866372527623,0.6002985299249652,0.8689869368814995,0.6013259150939606,0.3202019296203236,1.5615942611182891
-2.081686247350659,-0.3467429137720742,-0.47694101481253426,1.126775812074659,0.8217931941838487,0.8770785965184155,0.3671959396239413,0.4425584232576779,1.571452544462562
-2.136952352775398,-0.33069141598894647,-0.3080749037565338,1.2031190016168816,1.128379456951106,1.0075633872467447,0.3243001226471503,0.44862709038000165,1.64435448445007
-2.117848669180957,-0.4962455875264862,-0.42165869060895916,0.9846982478830574,1.0847183054307314,1.480277544983783,0.480122563551316,0.19843472730929804,1.3699107831570174
-2.3234880837695755,-0.396068842995523,-0.2802686772100368,1.19878972608229,1.183922458247975,1.6882234428932195,0.21000212679935154,0.1922713118647701,1.1664514378214323
-2.518300896202576,-0.5554656829315259,-0.4228873390284978,1.6396864519239753,1.3516409255462367,1.3534860601409004,0.41690795096598743,-0.03906295384041018,1.2377302938823165
-2.469931394018305,-0.3444276415311454,-0.3304353150946512,1.5089023478012586,1.1157224932356984,1.3235230009448362,0.5204137876000988,-0.14971846544616874,1.2389393629115533
-2.363172131187147,-0.32805615605111316,-0.10066866590558529,1.113704071506119,0.9101957333762833,1.3122122330658599,0.4136614339017962,-0.08781700367416628,1.5729662799371948
-2.0618767649591496,-0.13517067521309792,-0.2574505175752303,1.1581987610534272,0.9124875303463279,1.1557122827692423,0.5369697472005486,-0.04662828518289093,1.5826185307028184
-2.2913500829621216,-0.18515296363091666,-0.2615074098485371,0.8580038791818414,0.8461112669151793,1.12817170628189,0.683616760427955,0.24912359534705078,1.4556907090814295
-2.1756282211259155,-0.1380851266256128,-0.3114319544206998,0.8897058779296854,0.4429891294194219,0.9418007148867732,0.925296135905514,0.4827382760083695,1.3092196512598127
-2.2951500188956513,-0.20908779521859008,-0.35528846016431664,0.9716563951005465,0.5021088799779093,0.7541255616571363,0.8915404150256478,0.20833760259270923,1.6760507124489825
-2.154638788785256,-0.26239553949390626,-0.3000451295817782,1.4071237480646295,0.34566028000104354,0.8353296988774213,0.8413570146895869,0.2208922529014465,1.9498068027597986
-2.452655812654376,-0.45844273380098605,-0.2128836905077332,1.4400036581424094,0.8457362950012592,0.6691978210311185,0.81993786719975,0.2806749601878533,2.1854523839068003
-2.3817312166654396,-0.2917680483501179,-0.12798168544060218,1.5127704396555135,1.0177548003870371,0.6955086647977865,0.7014670421385354,0.3176890639100821,2.259443915889293
-2.2960249884445827,0.008235245396039512,-0.20580521799649465,1.486115665818398,1.1134897340185388,0.6028030718035396,0.6210237467488742,0.2476167687323475,1.9273908657715209
-2.3194603271254146,-0.26342487615822036,-0.5181889990068238,1.5533341413143225,1.2052993790729418,0.976170616305424,0.7756301028363168,0.13285879868478562,1.833748507632094
-2.379989006663448,-0.016323264389799176,-0.33934917434598366,1.4528150392620551,0.9303115167918182,0.9869461796323011,1.1832482661733998,0.4561778406734938,1.9927076812126363
-2.567306909584558,-0.11305576282410316,-0.6284454172404659,1.4250775294583788,1.1442228718660843,1.1366047217632822,1.137104372648863,0.5111189923280438,1.6207237664149579
-2.675853531588693,-0.10271300957076739,-0.7697476608174023,1.3135626677074979,1.032694159787743,1.0981118213721417,1.3528914471801057,0.47904554618880746,1.284198721595314
-2.545107924678916,-0.2107615073120961,-0.5236179530765737,1.361712675935574,1.1061397489666982,1.0267270013234713,1.125068631426479,0.21747496613744344,1.220810234635215
-2.219331316220636,-0.316358963822638,-0.4380183958228573,1.0612755227036301,0.8827373429258297,1.198612611590805,1.0200651405522416,0.4205474129453323,1.167891261709502
-2.321137929465338,-0.2893671641271698,-0.3339199009749968,1.1265743478139052,0.5730349886790937,1.0788759905017593,1.2370969442122735,0.48625238614973365,1.2963462737816418
-2.3657546602271946,-0.2681966892342965,-0.24976328710670181,1.067994618901303,0.6538017003070182,0.859287771878928,1.0969584285867866,0.45006137592871315,1.3608407483991414
-2.4066002601224907,-0.25120776881385376,-0.4015239661423856,0.9151701449230032,0.7555184737140799,0.6326745149086028,1.1594235762823273,0.25789130883588013,1.4425685513258373
-2.1734822504466655,-0.25578762406883687,-0.5454116802268489,0.8108253514809627,0.8361862398202866,0.9549966281477998,1.4894320126065959,0.2270964999231978,1.3282702501224712
-2.046349183599409,-0.23063771770191566,-0.4750236686980296,0.7117522142173595,0.7518722453707463,1.0266310481155831,1.3062853240439063,0.38406643701867665,1.2118523473177305
-1.713785423587304,-0.05741032608996578,-0.4448800106815468,0.6784440522278129,0.4350132329064892,1.0202524393113621,1.1841928420272891,0.1336127384688805,1.2863831747281202
-1.5792301588573867,0.13043443259129045,-0.34614996227032624,0.6408095628857502,0.5849273158676523,0.7859740072110037,1.1034592042762352,0.25717445208150036,1.3274837712666305
-1.5837530871159602,0.06176026124145769,-0.41073197856814203,0.9844912750886351,0.5808397586278823,0.9027519483794864,1.378404946522594,0.32867283654566065,1.2339785396659961
-1.7973856424468084,-0.11811328207227885,-0.25711025857498654,1.1883084524349834,0.6985643707245813,0.7718366534422479,1.2803041868129836,0.15998244298831182,1.2044972206033102
